"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","H9UD1","H9UD2","H9UD3","H912h1","H912h2","H912h3","gene_name","biotype"
"ENSG00000163251",2950.34844192081,2.27570697592762,0.0473017159918743,48.1104528283615,0,0,8.66875902586901,8.20395224816704,8.61867693987506,1.79321130851491,1.73660299049664,1.73817710707545,"FZD5","protein_coding"
"ENSG00000163508",37201.3082456085,-2.81991091433832,0.0430415681078437,-65.5159892704846,0,0,6.14011728240891,6.25726952046554,6.20901076458448,46.3469350025016,43.8043110542171,42.502350849493,"EOMES","protein_coding"
"ENSG00000165588",5743.29635083643,4.46611272461394,0.0630063861940258,70.8834928392927,0,0,44.1333581013695,43.5213373905973,43.7229384034892,2.07961495818782,1.85499926116989,1.94374480209181,"OTX2","protein_coding"
"ENSG00000165617",4072.00979155012,-2.27017493813606,0.0420649933986953,-53.9682704005005,0,0,5.30093047676946,5.53470457144121,5.54418572851945,27.2054668731602,26.2623057983034,26.1388584610697,"DACT1","protein_coding"
"ENSG00000166426",8562.57745595207,-2.04360420775605,0.0530861431635969,-38.4960007634802,0,0,82.3018414335578,81.5146953846029,81.7002401071577,320.193421666602,324.99267015542,374.785537412584,"CRABP1","protein_coding"
"ENSG00000166923",620.49184611433,-3.06579294631886,0.0781584837522159,-39.2253380456852,0,0,0.445981553260785,0.452808752052532,0.488023027428955,3.96345682362187,4.07509251632078,3.71518312047961,"GREM1","protein_coding"
"ENSG00000169679",6477.77112172426,1.4687795663755,0.0341806557295953,42.9710763302812,0,0,49.2147417692297,48.7547485829653,49.9189937283281,18.1344133916689,18.5024710789022,16.9820691462096,"BUB1","protein_coding"
"ENSG00000169764",5298.80738718246,1.81313707174461,0.0319834225236828,56.6899014763676,0,0,57.0587938283795,57.5669814361758,59.4828463669901,16.2443730312847,16.6544294713812,16.8119508968733,"UGP2","protein_coding"
"ENSG00000170382",2821.41645008301,-2.54696818773111,0.0519661953663297,-49.0120196365454,0,0,3.33404801741082,3.46648573059614,3.5093553322477,19.2052498615254,20.5586874638271,21.0175840036197,"LRRN2","protein_coding"
"ENSG00000170561",4302.00349052987,1.22920035498522,0.0313481313360776,39.2112799900954,0,0,93.6188546085563,93.4178978137456,94.5158776597583,40.0552145524875,39.2333140131914,41.2450863748496,"IRX2","protein_coding"
"ENSG00000172201",1807.41023642991,-3.07092981013287,0.0523825851139206,-58.6250144671989,0,0,6.37035296975667,7.03283081366233,6.34395854763629,55.9963602579168,55.9582808266368,55.2161331381499,"ID4","protein_coding"
"ENSG00000176485",986.295018318308,2.16618213696744,0.0542613026673125,39.9213072758086,0,0,27.0475267716253,26.4669195519546,26.4122764648978,5.89321484056911,5.58415531453918,6.34289243115249,"PLA2G16","protein_coding"
"ENSG00000177469",3225.74239358641,-1.60873726332383,0.0364873618290465,-44.0902598236949,0,0,24.1310407244795,24.1301050579489,23.983664754838,71.0564222334488,73.0974205985753,77.3067518081238,"PTRF","protein_coding"
"ENSG00000178343",510.384475659016,5.32813368292136,0.101444166471587,52.5228198746519,0,0,40.7395524470224,39.3647255437328,40.7158996449087,0.934681918346687,0.986871753056265,1.07463731335992,"SHISA3","protein_coding"
"ENSG00000178947",913.512029573557,1.87593375702294,0.0495852611241707,37.8324872047211,0,0,17.5185483271453,16.6093367100875,16.115988382612,4.53364147745154,4.50019180225892,4.68248332073883,"LINC00086","lincRNA"
"ENSG00000180182",3835.12826495045,1.47160909910956,0.032639477629274,45.0867846545953,0,0,20.1837267717662,20.4330183833854,20.8354260971985,7.61809037872474,7.49364345279505,7.13223264466703,"MED14","protein_coding"
"ENSG00000181026",2503.08234768963,1.59860681862658,0.039058267317896,40.9287694616736,0,0,21.1779733913374,21.1186601000905,21.4587227168943,6.99764903845746,6.93840700718063,7.17668236506032,"AEN","protein_coding"
"ENSG00000181234",772.900773849993,-4.31160393020322,0.0854792678252244,-50.4403469975779,0,0,0.774862002410034,0.668458119312643,0.784728825822665,14.6988092482924,14.48696613213,15.9805820878731,"TMEM132C","protein_coding"
"ENSG00000181449",4773.0294942382,1.51970047850125,0.0384388988819512,39.5354841762863,0,0,174.469856624358,178.825221619887,178.305248937104,61.5192844247578,60.7695440411432,63.6962234387208,"SOX2","protein_coding"
"ENSG00000185155",24768.4902484909,-4.12292129597641,0.052619001241688,-78.3542294358484,0,0,5.66768209845605,5.43671779848584,5.71823336260204,101.232595858163,101.351826315542,95.2152871700555,"MIXL1","protein_coding"
"ENSG00000185269",2219.01971173389,-5.51366593091567,0.0837825872614632,-65.8092106144799,0,0,1.16182245696459,1.087175965304,1.32219808864899,54.0512477514201,54.1923020327681,60.1031585702248,"NOTUM","protein_coding"
"ENSG00000187634",4332.01571715156,-4.25409175800721,0.0859912185853279,-49.471234714344,0,0,0.919837220450659,0.614264517407916,0.907599020666731,16.0225672721611,16.4077408202597,16.2308733636157,"SAMD11","protein_coding"
"ENSG00000187678",17236.1577202905,-1.8949793246994,0.0320269926927905,-59.1681942440376,0,0,12.7762069388944,12.2391609474476,12.3975984761078,47.3493764131523,47.6495299254843,44.9203315825437,"SPRY4","protein_coding"
"ENSG00000188257",1788.33740894308,-2.51991655801227,0.0600631237158166,-41.9544705988826,0,0,14.3780971244429,14.4992855887207,15.0338540262306,78.7453576527659,81.9478976279257,93.2124096996346,"PLA2G2A","protein_coding"
"ENSG00000189184",4086.22477088305,1.48464304729563,0.0371496763723844,39.9638218221264,0,0,51.8277139529025,51.382517160353,53.6962586157024,19.5568314518184,18.7452643705975,17.9609271555299,"PCDH18","protein_coding"
"ENSG00000204335",7799.70171302737,-1.69991351566486,0.0451657223923014,-37.637248462445,0,0,51.0077362615607,51.6083279900029,51.4242729732187,160.279607665381,164.087070567874,179.221691479714,"SP5","protein_coding"
"ENSG00000223764",2154.52650516012,-4.20431257261221,0.0888536280416437,-47.317286477506,0,0,0.669792805069753,0.618140656703698,0.522957143563143,11.3066161177004,11.3840362895365,11.7527030917189,"RP11-54O7.3","lincRNA"
"ENSG00000241186",18587.8267127193,1.50424258201765,0.0313054716550109,48.0504685760539,0,0,40.8718452825187,40.3227864750439,41.4061906125728,14.6306691511048,14.6152694631259,14.1243559272743,"TDGF1","protein_coding"
"ENSG00000254934",519.786705972191,3.27989130613102,0.0751014703233924,43.6727975099232,0,0,60.9464992098751,59.947603324311,61.523972951163,7.03230039970895,5.84372084846236,5.92187753496244,"LINC00678","lincRNA"
"ENSG00000257474",525.353343001783,2.77482423934236,0.0699839690761534,39.6494265182777,0,0,49.5326180842371,48.8250619295324,49.3560044813462,7.57177547250285,7.59693025971792,6.46850607809443,"RP11-359M6.1","lincRNA"
"ENSG00000265992",10620.8805373631,1.8352756835166,0.047296779533244,38.8033963755738,0,0,351.304746613461,350.405115432894,342.559195844488,107.263732742199,96.7124574993756,89.2664254160363,"ESRG","sense_intronic"
"ENSG00000266074",6709.35166804585,-2.43825445517482,0.0472349103526635,-51.6197540541608,0,0,2.89483634760169,2.9478301438173,2.7128485800569,15.8417438080409,15.712622586354,15.1452882288879,"BAHCC1","protein_coding"
"ENSG00000272398",25291.9724824142,1.17053849281414,0.0288221224331772,40.6125015785349,0,0,587.702179620618,585.524628696055,603.076627951442,260.384416334246,262.190156308132,269.504821391854,"CD24","protein_coding"
"ENSG00000128849",7202.60359183208,1.49021704394874,0.0397638995661831,37.4766323274814,2.21315379729002e-307,5.76747879573779e-305,6.81078923854462,6.95931456526681,6.95723485470405,2.48935197120412,2.45987723795973,2.44733624886205,"CGNL1","protein_coding"
"ENSG00000144749",3426.62011349406,1.49850011668727,0.0400113173282497,37.4519065291875,5.59241699094188e-307,1.44363496342587e-304,17.3759571775745,17.403097806862,17.4661592265306,6.17044876906371,5.79652428401367,6.56925108511863,"LRIG1","protein_coding"
"ENSG00000173673",669.55465995939,1.95129057350276,0.0523655929779403,37.2628373429241,6.56556182654642e-304,1.67900437625972e-301,105.211881808826,105.651910658249,103.841131519568,27.0842564129363,27.3489489349845,27.2632336714316,"HES3","protein_coding"
"ENSG00000243709",992.627775210279,-3.31820256148748,0.0891686301114652,-37.2126672501256,4.25808629805091e-303,1.07883347568118e-300,1.47063972852967,1.64433511387876,1.5889758196997,16.0460465081398,16.5608143981543,15.4893904963675,"LEFTY1","protein_coding"
"ENSG00000104635",6459.67608154327,1.15579393011384,0.0310633061408344,37.2076920876908,5.12474123758726e-303,1.28649811453303e-300,24.057779721614,23.5938341921362,24.0461395214381,11.1240454040393,10.6069948389964,10.5715173425699,"SLC39A14","protein_coding"
"ENSG00000137834",3611.88884344069,-1.93874185646023,0.0521675912736052,-37.1637219416944,2.63198062067383e-302,6.54717142940891e-300,1.37806533162471,1.26517292972473,1.20637745703553,4.91282315367762,4.8989659922621,5.05313142394075,"SMAD6","protein_coding"
"ENSG00000011201",4381.88542130855,1.53108173279435,0.0414419946828089,36.9451746836279,8.70605629671383e-299,2.14616052654937e-296,18.2950872560054,18.7127089659219,19.278586366476,6.93179149035147,6.50920239902838,6.10095823247614,"KAL1","protein_coding"
"ENSG00000138650",7328.20741845617,-1.79034573034415,0.0485882826726563,-36.8472732902678,3.23390376977415e-297,7.90083114752947e-295,1.84680146511486,1.81181433246726,1.79802944715513,6.66142392735141,6.35123504540002,6.01541256085234,"PCDH10","protein_coding"
"ENSG00000205213",4110.42148507194,1.38652267497848,0.0376940036052645,36.7836404298756,3.37199185860244e-296,8.16529320592377e-294,27.0060184896744,27.0991753915679,27.8411365189384,11.2265271340237,10.2915002385242,9.93987695933846,"LGR4","protein_coding"
"ENSG00000167600",1717.19969159761,1.77250263668291,0.0482067062782468,36.7687978193763,5.82268630582547e-296,1.39759794198511e-293,59.4615368462732,57.0927396957732,56.1438566878445,15.9799616496334,17.0252889740204,17.6456536554523,"CYP2S1","protein_coding"
"ENSG00000166986",8043.79805912893,0.987260063645483,0.0268740341226751,36.7365784808793,1.90446149039465e-295,4.53145910971034e-293,42.0368884009038,41.3782668203178,41.5868768340036,20.9766636501709,21.1050837255024,21.214396941456,"MARS","protein_coding"
"ENSG00000166851",4530.93853335093,1.20180901996442,0.032730999578565,36.7177610045086,3.80312667190491e-295,8.97111682097708e-293,42.9389670111431,42.8237218301446,42.731524677718,18.686670990103,18.425102955559,18.943482085848,"PLK1","protein_coding"
"ENSG00000185917",7472.37993280668,-1.483051146446,0.0404477764035665,-36.6658263645671,2.56056227287607e-294,5.98843294638529e-292,5.42742509784359,5.53501726729422,5.36314552998891,15.7068565220169,15.2369246615715,14.9638290930579,"SETD4","protein_coding"
"ENSG00000149557",2176.16262563091,1.97455809001291,0.0539717867207832,36.5850050551052,4.95283063995089e-293,1.14851105763539e-290,8.61292766555114,7.97662619804449,8.33043629059204,2.03338533030379,2.08225451847486,2.22213244558273,"FEZ1","protein_coding"
"ENSG00000185630",3688.41461803368,1.3448572351939,0.0368305345637338,36.5147356975414,6.47293586237624e-292,1.48839448741345e-289,9.91118843630443,9.70097308444006,10.1585825534986,4.1605117091014,3.84669595954104,3.75652942426888,"PBX1","protein_coding"
"ENSG00000166206",4032.24835680053,1.32785297265785,0.0364225785539916,36.4568634450054,5.35560603486386e-291,1.22121206609983e-288,15.9474878276058,16.0378421769299,16.4088911139251,6.63658973431636,6.59579961175621,6.11671354377066,"GABRB3","protein_coding"
"ENSG00000139318",4059.44742361049,-1.60110893462665,0.0441676352508826,-36.2507280621199,9.67798696225184e-288,2.18858477064543e-285,6.53391119706377,6.39861193031574,7.2066652872265,20.7658774636547,21.1085731988561,19.7064898520882,"DUSP6","protein_coding"
"ENSG00000134954",2241.22815459143,1.91705337426334,0.0529214107215118,36.2245327198749,2.5023936617407e-287,5.61254080050908e-285,5.29183743614481,5.31947358186542,5.66643417947412,1.46734286416641,1.51762074118757,1.33467364521328,"ETS1","protein_coding"
"ENSG00000260266",1245.7452629352,2.40314590177267,0.0666565225577481,36.0526743604229,1.25227495959679e-284,2.78585363572739e-282,8.5204819305169,7.97937821536333,8.91045070464654,1.66855292020998,1.59962794202848,1.52574114506205,"CTD-2311M21.2","transcribed_processed_pseudogene"
